tag,category,count,genre,ja,memo
bat_tattoo,0,171,,コウモリのタトゥー,
pouring_onto_another,0,171,,別のものに注ぐ,
red_arm_warmers,0,171,,赤いアームウォーマー,
flyer,0,171,,チラシ,
rejected_kiss,0,171,,拒否されたキス,
happy_holidays,0,171,,楽しい休暇をお過ごしください,
the_murder_of_sonic_the_hedgehog,3,171,,ソニック・ザ・ヘッジホッグの殺害,
plaid_neckerchief,0,171,,チェック柄のネッカチーフ,
phoenix_wright:_ace_attorney,3,171,,逆転裁判,
star_guardian_soraka,4,171,,星の守護者ソラカ,
glance,0,171,,一目,
public_bondage,0,171,,公開緊縛,
no_print,0,171,,印刷なし,
pile_of_corpses,0,171,,死体の山,
polka_dot_shorts,0,171,,水玉模様のショートパンツ,
holding_hairband,0,171,,ヘアバンドを保持,
holding_hair_tie,0,171,,ヘアゴムを持っている,
pretzel_bikini,0,171,,プレッツェルビキニ,
single_leg_bodysuit,0,171,,片足ボディスーツ,
brown_sandals,0,171,,茶色のサンダル,
curse_maker_2,4,171,,カースメーカー2,
bound_knees,0,171,,縛られた膝,
batter,0,170,,打者,
brown_rose,0,170,,茶色のバラ,
rake,0,170,,レーキ,
neck_bobbles,0,170,,首が揺れる,
printer,0,170,,プリンター,
chocolate_on_pussy,0,170,,猫のチョコレート,
navy_cross,0,170,,ネイビークロス,
coiled,0,170,,コイル状の,
dezombification,0,170,,ゾンビ解除,
fir_tree,0,170,,モミの木,
mail,0,170,,郵便,
aqua_sash,0,170,,アクアサッシュ,
cloud_hair,0,170,,雲の髪,
aqua_headband,0,170,,アクアヘッドバンド,
bee_wings,0,170,,蜂の羽,
running_towards_viewer,0,170,,視聴者に向かって走る,
polka_dot_scarf,0,170,,水玉模様のスカーフ,
w_tails_cat,3,170,,w尾猫,
tickling_pussy,0,170,,マンコをくすぐる,
sexting,0,170,,セクスティング,
eyes_visible_through_eyewear,0,170,,メガネを通して見える目,
kiss_chart,0,169,,キスチャート,
jackal_boy,0,169,,ジャッカルボーイ,
mascot_head,0,169,,マスコットヘッド,
grilled_fish,0,169,,焼き魚,
projectile_cumdrip,0,169,,飛び散る精液,
impossible_jacket,0,169,,不可能なジャケット,
gavel,0,169,,小槌,
marching_band_baton,0,169,,マーチングバンドのバトン,
orange_shrug,0,169,,オレンジ色のシュラグ,
grumpy,0,169,,不機嫌そうな,
yellow_brooch,0,169,,黄色のブローチ,
pushing_face,0,169,,顔を押す,
torn_bow,0,169,,破れた弓,
necktie_between_pectorals,0,169,,胸の間のネクタイ,
hand_on_blade,0,168,,刃に手を添える,
butterfly_on_nose,0,168,,鼻の上の蝶,
black_haori,0,168,,黒羽織,
broken_cup,0,168,,壊れたカップ,
grandfather_and_grandson,0,168,,祖父と孫,
cum_in_throat,0,168,,喉奥射精,
mosaic_background,0,168,,モザイクの背景,
alternate_animal_ears,0,168,,代替動物の耳,
garnish,0,168,,付け合わせ,
master_dojo_uniform,0,168,,マスター道場のユニフォーム,
palette_hair_ornament,0,168,,パレット髪飾り,
thighhigh_gaiters,0,168,,サイハイゲートル,
ear_bell,0,168,,イヤーベル,
broken_bottle,0,168,,壊れた瓶,
k/da_all_out_ahri,4,168,,k/da 全力でアーリ,
innertube_with_ears,0,168,,耳付きインナーチューブ,
white_bustier,0,168,,白いビスチェ,
mushroom_girl,0,168,,キノコ少女,
frilled_bikini_bottom,0,168,,フリルビキニボトム,
glowing_arm,0,168,,光る腕,
bite_mark_on_arm,0,167,,腕に噛み跡,
cum_on_gloves,0,167,,手袋に射精,
heart_ring_top,0,167,,ハートリングトップ,
floral_print_sash,0,167,,花柄サッシュ,
k/da_all_out_akali,4,167,,k/da オールアウト アカリ,
through_ground,0,167,,地面を通して,
cowl,0,167,,カウル,
striped_bodysuit,0,167,,ストライプのボディスーツ,
cracked_egg,0,167,,割れた卵,
pig_boy,0,167,,豚の少年,
connected_beard,0,167,,つながったひげ,
comic_unreal,3,167,,コミックアンリアル,
foreground_text,0,167,,前景のテキスト,
panda_tail,0,167,,パンダの尻尾,
fatherly,0,167,,父親らしい,
egyptian_art,0,167,,エジプト美術,
neck_pillow,0,167,,ネックピロー,
ultraviolet_light,0,167,,紫外線,
frilled_necktie,0,167,,フリルネクタイ,
tiptoe_kiss,0,167,,つま先立ちのキス,
holding_cigarette_pack,0,167,,タバコの箱を持っている,
crossed_out,0,166,,取り消し線を引いた,
zipping,0,166,,ジッパー,
gargoyle,0,166,,ガーゴイル,
sitting_on_log,0,166,,丸太の上に座って,
creepy_eyes,0,166,,不気味な目,
shiny_eyes,0,166,,輝く目,
face_in_shadow,0,166,,影の中の顔,
doppelganger,0,166,,ドッペルゲンガー,
reflex_sight,0,166,,リフレックスサイト,
sleeping_animal,0,166,,眠っている動物,
electrostimulation,0,166,,電気刺激,
sand_writing,0,166,,砂書き,
transforming_clothes,0,166,,変身服,
partially_immersed,0,166,,部分的に浸された,
soviet_school_uniform,0,166,,ソ連の学生服,
holding_oar,0,166,,オールを持っている,
yellow_car,0,166,,黄色い車,
hands_on_another's_arm,0,166,,他人の腕に手を置く,
high-low_dress,0,166,,ハイロードレス,
sideboob_cutout,0,166,,横乳カットアウト,
aqua_sarong,0,166,,アクアサロン,
action_figure,0,165,,アクションフィギュア,
watermelon_seeds,0,165,,スイカの種,
quadruple_wielding,0,165,,四刀流,
howling,0,165,,ハウリング,
shears,0,165,,ハサミ,
holding_dumbbell,0,165,,ダンベルを保持,
pew,0,165,,ピュー,
aqua_collar,0,165,,アクアカラー,
ruthenium77's_character,4,165,,ruthenium77のキャラクター,
frilled_bracelet,0,165,,フリルブレスレット,
against_mirror,0,165,,鏡に押し付け,
falling_star,0,165,,流れ星,
karaoke_box,0,165,,カラオケボックス,
ribbed_tank_top,0,165,,リブタンクトップ,
orange_tongue,0,165,,オレンジ色の舌,
long_mustache,0,165,,長い口ひげ,
veil_lift,0,165,,ベールリフト,
pink_corset,0,165,,ピンクのコルセット,
navel_insertion,0,165,,へそ挿入,
soulcalibur_v,3,165,,ソウルキャリバーv,
arena,0,165,,アリーナ,
buruma_under_skirt,0,165,,スカートの下のブルマ,
gradient_neckerchief,0,165,,グラデーションネッカチーフ,
green_mask,0,164,,緑のマスク,
spiked_wings,0,164,,スパイクされた翼,
blowing_in_ear,0,164,,耳に息を吹き込む,
flapper_shirt,0,164,,フラッパーシャツ,
jacket_grab,0,164,,ジャケットグラブ,
unworn_collar,0,164,,未着用の首輪,
stuffed_wolf,0,164,,オオカミのぬいぐるみ,
recharging,0,164,,充電中,
leggings_pull,0,164,,レギンスプル,
red_prison_magic_school_uniform,0,164,,赤い牢獄の魔法学校の制服,
awestruck,0,164,,畏怖の念を抱く,
dirty_talk,0,164,,汚い話,
food_costume,0,164,,フードコスチューム,
time_lapse,0,164,,タイムラプス,
gundam_00_a_wakening_of_the_trailblazer,3,164,,ガンダム00 先駆者の目覚め,
razor_blade,0,164,,かみそりの刃,
restraints,0,164,,拘束,
cocking_gun,0,164,,コッキングガン,
torn_tank_top,0,164,,破れたタンクトップ,
the_crawling_city,3,164,,這う街,
uneven_bangs,0,164,,不均一な前髪,
heart_pouch,0,164,,ハートポーチ,
barbarian,0,164,,野蛮人,
panty_mask,0,164,,パンティマスク,
pink_leg_warmers,0,163,,ピンクのレッグウォーマー,
alternate_element,0,163,,代替要素,
shantae:_half-genie_hero,3,163,,シャンティ：半魔人のヒーロー,
broken_ground,0,163,,壊れた地面,
day_and_night,0,163,,昼も夜も,
b3_wingman,0,163,,B3ウィングマン,
spiked_cape,0,163,,スパイク付きマント,
gekijouban_hibike!_euphonium,3,163,,劇場版響け！ユーフォニアム,
pouncing,0,163,,飛びかかる,
green_nipples,0,163,,緑色の乳首,
paper_chain,0,163,,紙チェーン,
spiked_bat,0,163,,スパイクバット,
hat_basket,0,163,,帽子かご,
bullet_earrings,0,163,,弾丸のイヤリング,
transparent_innertube,0,163,,透明なインナーチューブ,
spotted_fur,0,163,,斑点のある毛皮,
face_in_crotch,0,163,,股間の顔,
disheveled,0,163,,乱れた,
biting_hair,0,162,,髪を噛む,
tejina_senpai,4,162,,手品先輩,
sports_bra_pull,0,162,,スポーツブラのプル,
laser_pointer_projection,0,162,,レーザーポインター投影,
flower_to_mouth,0,162,,口に花を,
handheld_electric_fan,0,162,,手持ち扇風機,
dinosaur_girl,0,162,,恐竜の女の子,
lace-trimmed_veil,0,162,,レーストリムベール,
energy_arrow,0,162,,エネルギーの矢,
april,0,162,,4月,
single_nipple_piercing,0,162,,片乳首ピアス,
diamond_print,0,162,,ダイヤモンドプリント,
strawberry_earrings,0,162,,イチゴのイヤリング,
unworn_cardigan,0,162,,未着用のカーディガン,
in_basket,0,162,,かごの中,
love_handles,0,162,,ラブハンドル,
car_crash,0,162,,自動車事故,
transit_bus,0,162,,交通バス,
two-sided_capelet,0,162,,両面カペレット,
green_track_suit,0,162,,グリーンのトラックスーツ,
tank_interior,0,162,,タンク内部,
refrigerator_interior,0,162,,冷蔵庫の内部,
orange_armband,0,162,,オレンジ色の腕章,
stuffed_chicken,0,162,,鶏肉のぬいぐるみ,
scarf_bow,0,162,,スカーフの弓,
turning_page,0,162,,ページをめくる,
mole_on_forehead,0,162,,額のほくろ,
space_yoko,4,162,,スペースヨーコ,
bear_position,0,162,,クマの位置,
tank_cupola,0,162,,タンクキューポラ,
arrow_cross,0,161,,矢印十字,
fruit_basket,0,161,,フルーツバスケット,
gradient_bow,0,161,,グラデーションリボン,
false_arm,0,161,,偽腕,
blood_writing,0,161,,血の書き込み,
chin_piercing,0,161,,あごピアス,
stuffed_seal,0,161,,アザラシのぬいぐるみ,
holding_own_leash,0,161,,自分のリードを持っている,
muffled,0,161,,くぐもった,
retaining_wall,0,161,,擁壁,
hose_nozzle,0,161,,ホースノズル,
digging,0,161,,掘る,
pineapple_slice,0,161,,パイナップルのスライス,
cd_player,0,161,,CDプレーヤー,
anteater_tail,0,161,,アリクイの尻尾,
too_many_belts,0,161,,ベルトが多すぎる,
handcuff_dangle,0,161,,手錠のぶら下がり,
candy_bar,0,161,,キャンディーバー,
lao_jiu,4,161,,老酒,
purple_hands,0,161,,紫の手,
bloody_handprints,0,161,,血まみれの手形,
winchester_model_1887,0,161,,ウィンチェスターモデル 1887,
glowing_tail,0,161,,光る尻尾,
clitoral_stimulation_through_clothing,0,160,,衣服を通してクリトリスを刺激する,
cable_hair,0,160,,ケーブルヘア,
grey_leg_warmers,0,160,,グレーのレッグウォーマー,
upside-down_kiss,0,160,,逆さまのキス,
dinosaur_hood,0,160,,恐竜のフード,
juggling_club,0,160,,ジャグリングクラブ,
animal-shaped_pillow,0,160,,動物の形をした枕,
farmer,0,160,,農家,
scarlet_weather_rhapsody,3,160,,緋想天,
scarf_choker,0,160,,スカーフチョーカー,
orange_armor,0,160,,オレンジ色の鎧,
aether_foundation_uniform,0,160,,エーテル財団の制服,
;|,0,160,,;|,
heart_on_cheek,0,160,,頬にハート,
blue_light,0,160,,ブルーライト,
ass_lift,0,160,,お尻のリフト,
chest_on_pillow,0,160,,枕の上の胸,
chaos_space_marine,4,160,,カオススペースマリン,
object_in_swimsuit,0,160,,水着の物体,
swimsuit_costume,0,160,,水着コスチューム,
grey_sash,0,160,,グレーのサッシュ,
aerokinesis,0,160,,エアロキネシス,
white_lips,0,160,,白い唇,
snowflake_choker,0,160,,スノーフレークチョーカー,
object_insertion_from_behind,0,159,,後ろからの異物挿入,
bouncing_hair,0,159,,跳ねる髪,
double_cheek_kiss,0,159,,二重頬キス,
brown_sclera,0,159,,茶色の強膜,
dartboard,0,159,,ダーツボード,
komainu_tail,0,159,,狛犬の尻尾,
unwanted_creampie,0,159,,望まない中出し,
animal_on_back,0,159,,背中に動物,
bobby_pin,0,159,,ボビーピン,
pushing_down,0,159,,押し下げる,
monkey_mask,0,159,,猿のマスク,
tickling_nipples,0,159,,乳首をくすぐる,
cum_swap,0,159,,スノーボール,
green_male_swimwear,0,159,,緑色の男性水着,
packet,0,159,,パケット,
biting_another's_hand,0,159,,他人の手を噛む,
fox_costume,0,159,,キツネの衣装,
kunugigaoka_middle_school_uniform,0,159,,椚ヶ丘中学校の制服,
cargo_net,0,159,,カーゴネット,
hanging_food,0,159,,吊り下げ食品,
torn_paper,0,159,,破れた紙,
rainbow_skirt,0,159,,レインボースカート,
veiny_face,0,159,,静脈のある顔,
blue_moon,0,159,,ブルームーン,
lace_dress,0,159,,レースのドレス,
matching_shanghai,0,159,,マッチング上海,
apocalypse,0,159,,黙示録,
grabbing_another's_tail,0,159,,他人の尻尾を掴む,
moose_tail,0,158,,ムーステール,
slap_mark_on_face,0,158,,顔に平手打ちの跡,
nightwing,4,158,,ナイトウィング,
splatoonification,0,158,,スプラトゥーン化,
hilt,0,158,,柄,
etopen,4,158,,エトペン,
mole_on_areola,0,158,,乳輪のほくろ,
tube_socks,0,158,,チューブソックス,
artstation_logo,0,158,,アートステーションのロゴ,
hazama,4,158,,ハザマ,
barred_window,0,158,,鉄格子の窓,
musical_note_ornament,0,158,,音符の飾り,
lemon_earrings,0,158,,レモンのイヤリング,
fruit_hair_ornament,0,158,,フルーツの髪飾り,
super_robot_wars_z,3,158,,スーパーロボット大戦Z,
hacksaw,0,158,,弓のこ,
on_counter,0,158,,カウンターの上,
in_bathtub,0,158,,浴槽の中,
stuffed_pig,0,158,,豚のぬいぐるみ,
holding_ruler,0,158,,定規を保持,
plug_gag,0,158,,プラグギャグ,
petal_print,0,158,,花びらプリント,
elevator_door,0,158,,エレベーターのドア,
holding_thermometer,0,158,,保持温度計,
navel_peek,0,158,,おへそのぞき見,
airplane_wing,0,158,,飛行機の翼,
see-through_bridal_gauntlets,0,158,,シースルーブライダルガントレット,
deck_chair,0,158,,デッキチェア,
skunk_tail,0,158,,スカンクの尻尾,
card_between_fingers,0,158,,指の間にあるカード,
more_more_jump!_miku,4,157,,もっともっとジャンプして！ミク,
crystal_flower,0,157,,クリスタルフラワー,
puffy_dress,0,157,,ふくらんだドレス,
head_under_another's_clothes,0,157,,他人の服の下に頭を入れる,
shiny_pantyhose,0,157,,光沢のあるパンスト,
arm_mounted_weapon,0,157,,腕に装着した武器,
tied_dress,0,157,,結ばれたドレス,
comic_rin,3,157,,コミックリン,
kabedon_on_viewer,0,157,,ビューアでの壁ドン,
hand_on_animal,0,157,,動物に手をかける,
swinging_legs,0,157,,揺れる足,
tomoeda_middle_school_uniform,0,157,,友枝中学校の制服,
coffee_grinder,0,157,,コーヒーグラインダー,
2003,0,157,,2003,
tail_around_another's_leg,0,157,,他人の足に尻尾を巻き付ける,
seams,0,157,,縫い目,
half_crown_braid,0,157,,ハーフクラウンブレイド,
zaft_uniform,0,157,,ザフトの制服,
penguin_hat,0,157,,ペンギンの帽子,
st._hermelin_school_uniform,0,157,,セントヘルメリンの制服,
striped_choker,0,157,,ストライプチョーカー,
clothes_gag,0,157,,服のギャグ,
imminent_bestiality,0,156,,差し迫った獣姦,
satin_dress,0,156,,サテンドレス,
stuffed_eggplant,0,156,,ナスのぬいぐるみ,
aina_rive,4,156,,アイナ・リヴ,
detached_legs,0,156,,切り離された脚,
tongue_tattoo,0,156,,舌のタトゥー,
crab_claw,0,156,,カニの爪,
black_bonnet,0,156,,黒いボンネット,
single_flame,0,156,,単一の炎,
coral_hair_ornament,0,156,,サンゴの髪飾り,
scorpion_tattoo,0,156,,サソリのタトゥー,
bandaid_on_breast,0,156,,胸に絆創膏,
shikai,0,156,,始解,
aardwolf_print,0,156,,アードウルフプリント,
covering_another's_breasts,0,156,,他人の胸を覆う,
range_finder,0,156,,レンジファインダー,
shichiten_shichitou,0,156,,七天七塔,
holding_chibi,0,156,,ちびを抱いて,
opening,0,156,,オープニング,
omega_symbol,0,156,,オメガシンボル,
adjusting_headphones,0,156,,ヘッドフォンの調整,
diagonal-striped_shirt,0,155,,ダイアゴナルストライプ シャツ,
feather-trimmed_dress,0,155,,フェザートリムドレス,
water_wheel,0,155,,水車,
team_galactic_uniform,0,155,,チーム銀河のユニフォーム,
twirl_baton,0,155,,くるくるバトン,
striped_bike_shorts,0,155,,ストライプのバイクショーツ,
hollow_body,0,155,,中空ボディ,
blue_track_suit,0,155,,ブルーのトラックスーツ,
plant_on_head,0,155,,頭に植物を植える,
clothes_on_bed,0,155,,ベッドの上の服,
jack-o'-lantern_hat_ornament,0,155,,ジャック・オ・ランタンの帽子の飾り,
tuxedo_shirt,0,155,,タキシードシャツ,
skunk_ears,0,155,,スカンクの耳,
gazelle_ears,0,155,,ガゼルの耳,
between_feet,0,155,,足の間,
tug,0,155,,引っ張る,
cocked_eyebrow,0,155,,曲がった眉毛,
burning_clothes,0,155,,燃える服,
arm_fins,0,155,,腕のヒレ,
wooden_cup,0,154,,木のコップ,
collared_cloak,0,154,,襟付きマント,
.hack//g.u.,3,154,,.hack//G.U.,
abdomen_tail,0,154,,腹部尾部,
american_flag_neckwear,0,154,,アメリカの国旗のネックウェア,
taser,0,154,,テーザー銃,
banana_slice,0,154,,バナナのスライス,
product_girl,0,154,,製品の女の子,
brown_pupils,0,154,,茶色の瞳孔,
print_vest,0,154,,プリントベスト,
the_king_of_fighters_2001,3,154,,ザ・キング・オブ・ファイターズ 2001,
march,0,154,,行進,
pedophile,0,154,,小児性愛者,
standing_anilingus,0,154,,立ちアニリングス,
writing_on_wall,0,154,,壁に書く,
hakuryou_high_school_uniform,0,154,,白陵高校の制服,
cord_pull,0,154,,コードプル,
mixing_console,0,154,,ミキシングコンソール,
caption,0,154,,キャプション,
vertical-striped_sports_bra,0,154,,縦縞スポーツブラ,
jet_engine,0,154,,ジェットエンジン,
no_vest,0,154,,ベストなし,
bernese_mountain_dog,0,154,,バーニーズ・マウンテン・ドッグ,
shindouji_school_uniform,0,154,,進藤寺学生服,
crystal_necklace,0,154,,クリスタルネックレス,
head_on_knees,0,154,,頭を膝の上に置く,
knife_in_mouth,0,154,,口の中のナイフ,
implied_after_fellatio,0,154,,フェラチオ後の暗示,
mechanical_hair,0,154,,メカニカルヘア,
loose_bandages,0,153,,ゆるい包帯,
elucidator,0,153,,解明者,
kissing_nose,0,153,,鼻にキス,
miyamori_school_uniform,0,153,,宮森学生服,
race_flag,0,153,,レースフラッグ,
bow_print,0,153,,リボンプリント,
hand_over_heart,0,153,,胸に手を当てる,
kannagi_itsuki,4,153,,神凪いつき,
exposed_internal_machinery,0,153,,露出した内部機械,
flower-trimmed_dress,0,153,,フラワートリム ドレス,
no_earrings,0,153,,イヤリングはありません,
sugar_bowl,0,153,,シュガーボウル,
bad_neck,0,153,,悪い首,
crotch_stomping,0,153,,股踏み踏み,
sparkling_sweat,0,153,,きらめく汗,
white_bonnet,0,153,,白いボンネット,
angelise_reiter,4,153,,アンゼリーゼ・ライター,
slimy,0,153,,ぬるぬる,
doormat,0,153,,玄関マット,
nibbling,0,153,,かじる,
leather_choker,0,153,,革チョーカー,
meowing,0,153,,鳴く,
super_famicom_gamepad,0,153,,スーパーファミコンのゲームパッド,
pink_crown,0,153,,ピンクの王冠,
tuba,0,153,,チューバ,
frilled_pajamas,0,153,,フリルパジャマ,
in_cell,0,152,,セル内,
fake_box_art,0,152,,偽のボックスアート,
looking_inside,0,152,,中を見て,
chopping,0,152,,みじん切り,
stuffed_tiger,0,152,,虎のぬいぐるみ,
october,0,152,,10月,
areola_piercing,0,152,,乳輪ピアス,
asahigaoka_school_uniform,0,152,,旭丘高校の制服,
grey_pajamas,0,152,,グレーのパジャマ,
black_order_uniform,0,152,,黒のオーダーユニフォーム,
holding_picture_frame,0,152,,額縁を持っている,
holding_turret,0,152,,保持タレット,
snowboarding,0,152,,スノーボード,
sisters_~natsu_no_saigo_no_hi~,3,152,,シスターズ ～夏の最後の日～,
no_hands,0,152,,手がありません,
bridge_piercing,0,152,,ブリッジピアス,
ankle_gun,0,152,,アンクルガン,
forearms,0,152,,前腕,
trim_marks,0,152,,トリムマーク,
see-through_midriff,0,152,,シースルーのへそ,
sword_in_head,0,152,,頭の中の剣,
licking_blade,0,152,,刃を舐める,
unbuttoned_sleeves,0,152,,ボタンを外した袖,
chop,0,152,,チョップ,
balancing_on_head,0,152,,頭の上でバランスを取る,
overflowing,0,152,,溢れる,
microphone_wand,0,152,,マイクの杖,
toe_sucking,0,152,,足指しゃぶり,
aqua_ascot,0,151,,アクアアスコット,
checkered_panties,0,151,,チェックのパンティー,
repeating_crossbow,0,151,,連弩,
sitting_on_arm,0,151,,腕の上に座る,
american_flag_pants,0,151,,アメリカの国旗のパンツ,
winchester_model_1897,0,151,,ウィンチェスターモデル 1897,
red_suspenders,0,151,,赤いサスペンダー,
adrenaline!!!,0,151,,アドレナリン！！！,
striped_wrist_cuffs,0,151,,ストライプの手首の袖口,
striped_innertube,0,151,,ストライプインナーチューブ,
felarya,3,151,,フェラリャ,
flower_bikini,0,151,,フラワービキニ,
da_capo_i,3,151,,ダ・カーポI,
cat_feet,0,151,,猫の足,
footjob_from_behind,0,151,,後ろからの足コキ,
waiting_for_kiss,0,151,,キスを待っている,
shoulder_peek,0,151,,肩のぞき見,
burger_hair_ornament,0,151,,ハンバーガーの髪飾り,
heart_apron,0,151,,ハートエプロン,
victory,0,151,,勝利,
winter_gloves,0,150,,冬の手袋,
ears_under_headwear,0,150,,帽子の下の耳,
earplugs,0,150,,耳栓,
ear_birthmark,0,150,,耳のあざ,
segment_display,0,150,,セグメント表示,
p14_enfield,0,150,,p14 エンフィールド,
kessoku_band_logo,0,150,,ケソクバンドロゴ,
false_limb,0,150,,仮肢,
barking,0,150,,吠える,
;/,0,150,,;/,
pac-man_eyes,0,150,,パックマンの目,
finger_to_another's_cheek,0,150,,他人の頬に指を当てる,
blue_garter_straps,0,150,,青いガーターストラップ,
hands_on_own_neck,0,150,,自分の首に手を当てる,
wet_jacket,0,150,,濡れたジャケット,
pants_under_shorts,0,150,,ショートパンツの下のパンツ,
american_football_uniform,0,150,,アメリカンフットボールのユニフォーム,
orange_tulip,0,150,,オレンジ色のチューリップ,
looking_at_ass,0,150,,お尻を見ている,
cupless_babydoll,0,150,,カップのないベビードール,
sneaking_suit,0,150,,スニークスーツ,
bonk,0,150,,ボンクラ,
r.o.d_the_tv,3,150,,R.O.D -THE TV-,
bird_nest,0,149,,鳥の巣,
bullet_necklace,0,149,,弾丸のネックレス,
swaddled,0,149,,おくるみ,
sailor_one-piece_swimsuit,0,149,,セーラーワンピース水着,
red_babydoll,0,149,,赤いベビードール,
multilingual,0,149,,多言語,
golden_sword,0,149,,黄金の剣,
scissors_hair_ornament,0,149,,はさみ髪飾り,
aqua_border,0,149,,アクアボーダー,
subsurface_scattering,0,149,,表面下散乱,
sword_in_front_of_face,0,149,,顔の前に剣,
stuffed_mouse,0,149,,マウスのぬいぐるみ,
wagnaria_uniform,0,149,,ワグナリアのユニフォーム,
latex_pants,0,149,,ラテックスパンツ,
lion_costume,0,149,,ライオンの衣装,
paneled_background,0,149,,パネル付きの背景,
counting,0,149,,数える,
print_neckerchief,0,149,,プリントネッカチーフ,
crisis_moon_compact,0,149,,クライシスムーンコンパクト,
holding_juice_box,0,149,,ジュースボックスを持っている,
shiba_koen_middle_school_uniform,0,149,,芝公園中学校の制服,
award_ribbon,0,149,,賞のリボン,
triceps,0,149,,上腕三頭筋,
broken_screen,0,149,,壊れた画面,
hair_dye,0,149,,染毛剤,
pink_stripes,0,149,,ピンクのストライプ,
pinstripe_thighhighs,0,149,,ピンストライプサイハイソックス,
pinky_to_mouth,0,149,,小指を口に当てて,
checkered_apron,0,149,,チェック柄のエプロン,
chalkboard_sign,0,149,,黒板看板,
butterfly_necklace,0,148,,蝶のネックレス,
lubrication,0,148,,潤滑,
sunburn,0,148,,日焼け,
aqua_pubic_hair,0,148,,水色の陰毛,
stellula_eques,3,148,,ステラエクエス,
the_beatles,3,148,,ビートルズ,
mailman,0,148,,郵便配達員,
ice_flower,0,148,,氷の花,
shuttlecock,0,148,,羽根,
flattop,0,148,,フラットトップ,
marshall_amplification,0,148,,マーシャルアンプ,
single_letter,0,148,,一文字,
bubble_wand,0,148,,バブルワンド,
panel_gag,0,148,,パネルギャグ,
bedside,0,148,,ベッドサイド,
orange_tunic,0,148,,オレンジチュニック,
mustache_print,0,148,,口ひげプリント,
fur-trimmed_robe,0,148,,毛皮縁のローブ,
conical_hat,0,148,,円錐形の帽子,
held_up,0,148,,持ち上げられた,
gynoid_talk,3,148,,ガイノイドの話,
clover-shaped_pupils,0,148,,クローバー型の瞳孔,
holding_shoe,0,148,,ホールディングシューズ,
cum_on_headwear,0,148,,帽子に兼,
opposing_sides,0,148,,反対側,
frilled_innertube,0,148,,フリルインナーチューブ,
gold_gloves,0,148,,ゴールドの手袋,
ghost_earrings,0,148,,ゴーストイヤリング,
hand_in_another's_mouth,0,147,,他人の口に手を入れる,
wooden_stool,0,147,,木製スツール,
breast_sucking_through_clothes,0,147,,服の上から乳を吸う,
unworn_sarong,0,147,,着用されていないサロン,
argyle_scarf,0,147,,アーガイルスカーフ,
nontraditional_wedding_dress,0,147,,非伝統的なウェディングドレス,
video_thumbnail,0,147,,ビデオのサムネイル,
arcade_sona,4,147,,アーケードソナ,
ribbon-trimmed_hood,0,147,,リボントリムフード,
bloody_wings,0,147,,血まみれの翼,
imminent_irrumatio,0,147,,差し迫ったイラマチオ,
firing_at_viewer,0,147,,視聴者に向けて発砲する,
onsen_symbol,0,147,,温泉のシンボル,
heart_bikini,0,147,,ハートビキニ,
dirty_hands,0,147,,汚れた手,
bandaid_on_ass,0,147,,お尻に絆創膏,
cardboard_cutout,0,147,,段ボールの切り抜き,
following,0,147,,続く,
playstation_logo,0,147,,プレイステーションのロゴ,
saliva_on_breasts,0,147,,胸に唾液が付く,
arima_senka,4,147,,有馬専科,
2002,0,147,,2002,
argyle_skirt,0,146,,アーガイルスカート,
pectoral_lift,0,146,,胸筋リフト,
group_pose,0,146,,グループポーズ,
ancestor_and_descendant,0,146,,祖先と子孫,
frog_boy,0,146,,カエルの男の子,
leaning_against_motorcycle,0,146,,バイクにもたれて,
recording_studio,0,146,,レコーディングスタジオ,
december,0,146,,12月,
unworn_bow,0,146,,使い古されていない弓,
diamond_facial_mark,0,146,,ダイヤモンドの顔のマーク,
red_leggings,0,146,,赤いレギンス,
multiple_halos,0,146,,複数のハロー,
puckered_face,0,146,,しわくちゃの顔,
apple_print,0,146,,リンゴのプリント,
wet_fundoshi,0,146,,濡れたふんどし,
imminent_breast_grab,0,146,,差し迫った胸掴み,
ribbon_baton,0,146,,リボンバトン,
stutter,0,146,,吃音,
aqua_tail,0,146,,アクアテール,
too_many_hair_ornaments,0,146,,髪飾りが多すぎる,
too_many_flowers,0,146,,花が多すぎる,
cat_slippers,0,146,,猫のスリッパ,
drumming,0,146,,太鼓を叩く,
partially_open_jacket,0,146,,部分的に開いたジャケット,
polka_dot_umbrella,0,146,,水玉模様の傘,
white_headscarf,0,145,,白いスカーフ,
food-themed_hat_ornament,0,145,,食べ物をテーマにした帽子飾り,
beaten,0,145,,殴られた,
totoro_bus_stop,0,145,,トトロバス停,
cross-laced_gloves,0,145,,交差編みの手袋,
gold_headband,0,145,,ゴールドのヘッドバンド,
seven_sisters_high_school_uniform,0,145,,セブンシスターズ高校の制服,
kos-mos_re:,4,145,,コスモス・リ:,
step-brother_and_step-sister,0,145,,義理の兄と義理の妹,
hot_sauce,0,145,,ホットソース,
mandragora,0,145,,マンドラゴラ,
paintbrush_hair_ornament,0,145,,絵筆の髪飾り,
blue_nightgown,0,145,,青いネグリジェ,
object_behind_ear,0,145,,耳の後ろの物体,
yellow_male_underwear,0,145,,黄色の男性の下着,
kneeing,0,145,,ひざまずく,
battle_spirits:_shounen_toppa_bashin,3,145,,バトルスピリッツ 少年突破バシン,
doge,4,145,,ドージェ,
